date,url,sku,source,visits,unique_visitors,avg_time_on_page,bounce_rate
2023-09-01,/produit-9,SKU009,direct,86,65,197,0.24
2023-09-01,/produit-9,SKU009,instagram,57,51,197,0.2
2023-09-01,/produit-10,SKU010,google,237,181,137,0.55
2023-09-01,/produit-10,SKU010,facebook,164,152,121,0.36
2023-09-01,/produit-10,SKU010,newsletter,354,325,227,0.62
2023-09-01,/produit-10,SKU010,direct,218,164,165,0.33
2023-09-01,/produit-10,SKU010,instagram,300,239,134,0.52
2023-09-02,/produit-1,SKU001,google,397,323,164,0.3
2023-09-02,/produit-1,SKU001,facebook,194,142,343,0.21
2023-09-02,/produit-1,SKU001,newsletter,440,369,166,0.21
2023-09-02,/produit-1,SKU001,direct,209,185,222,0.68
2023-09-02,/produit-1,SKU001,instagram,259,239,153,0.28
2023-09-02,/produit-2,SKU002,google,257,203,231,0.55
2023-09-02,/produit-2,SKU002,facebook,122,100,183,0.64
2023-09-02,/produit-2,SKU002,newsletter,103,91,111,0.55
2023-09-02,/produit-2,SKU002,direct,481,349,210,0.63
2023-09-02,/produit-2,SKU002,instagram,403,298,210,0.45
2023-09-02,/produit-3,SKU003,google,417,335,237,0.65
2023-09-02,/produit-3,SKU003,facebook,78,62,219,0.25
2023-09-02,/produit-3,SKU003,newsletter,359,340,318,0.34
2023-09-02,/produit-3,SKU003,direct,325,247,67,0.22
2023-09-02,/produit-3,SKU003,instagram,352,322,183,0.58
2023-09-02,/produit-4,SKU004,google,48,41,115,0.24
2023-09-02,/produit-4,SKU004,facebook,85,73,308,0.56
2023-09-02,/produit-4,SKU004,newsletter,315,279,218,0.34
2023-09-02,/produit-4,SKU004,direct,439,377,210,0.4
2023-09-02,/produit-4,SKU004,instagram,96,74,231,0.33
2023-09-02,/produit-5,SKU005,google,132,107,104,0.68
2023-09-02,/produit-5,SKU005,facebook,434,398,235,0.51
2023-09-02,/produit-5,SKU005,newsletter,181,170,256,0.21
2023-09-02,/produit-5,SKU005,direct,411,306,137,0.22
2023-09-02,/produit-5,SKU005,instagram,116,106,124,0.45
2023-09-02,/produit-6,SKU006,google,201,182,176,0.42
2023-09-02,/produit-6,SKU006,facebook,304,259,153,0.39
2023-09-02,/produit-6,SKU006,newsletter,132,104,187,0.63
2023-09-02,/produit-6,SKU006,direct,137,114,191,0.21
2023-09-02,/produit-6,SKU006,instagram,453,421,143,0.49
2023-09-02,/produit-7,SKU007,google,48,40,307,0.67
2023-09-02,/produit-7,SKU007,facebook,294,207,62,0.65
2023-09-02,/produit-7,SKU007,newsletter,220,202,196,0.24
2023-09-02,/produit-7,SKU007,direct,463,417,142,0.21
2023-09-02,/produit-7,SKU007,instagram,185,132,201,0.51
2023-09-02,/produit-8,SKU008,google,529,445,138,0.6
2023-09-02,/produit-8,SKU008,facebook,84,60,224,0.7
2023-09-02,/produit-8,SKU008,newsletter,294,265,216,0.59
2023-09-02,/produit-8,SKU008,direct,429,357,166,0.58
2023-09-02,/produit-8,SKU008,instagram,122,89,245,0.65
2023-09-02,/produit-9,SKU009,google,293,274,220,0.39
2023-09-02,/produit-9,SKU009,facebook,115,88,161,0.68
2023-09-02,/produit-9,SKU009,newsletter,547,465,130,0.35
2023-09-02,/produit-9,SKU009,direct,152,141,305,0.58
2023-09-02,/produit-9,SKU009,instagram,455,401,179,0.23
2023-09-02,/produit-10,SKU010,google,154,135,126,0.64
2023-09-02,/produit-10,SKU010,facebook,247,234,204,0.51
2023-09-02,/produit-10,SKU010,newsletter,352,279,146,0.55
2023-09-02,/produit-10,SKU010,direct,282,229,151,0.24
2023-09-02,/produit-10,SKU010,instagram,171,129,193,0.67
2023-09-03,/produit-1,SKU001,google,218,153,198,0.41
2023-09-03,/produit-1,SKU001,facebook,362,274,268,0.45
2023-09-03,/produit-1,SKU001,newsletter,135,94,199,0.57
2023-09-03,/produit-1,SKU001,direct,417,357,130,0.39
2023-09-03,/produit-1,SKU001,instagram,159,113,193,0.24
2023-09-03,/produit-2,SKU002,google,67,61,180,0.46
2023-09-03,/produit-2,SKU002,facebook,89,73,309,0.49
2023-09-03,/produit-2,SKU002,newsletter,213,184,133,0.34
2023-09-03,/produit-2,SKU002,direct,157,131,129,0.43
2023-09-03,/produit-2,SKU002,instagram,411,383,144,0.24
2023-09-03,/produit-3,SKU003,google,353,297,237,0.54
2023-09-03,/produit-3,SKU003,facebook,183,163,145,0.41
2023-09-03,/produit-3,SKU003,newsletter,504,404,250,0.69
2023-09-03,/produit-3,SKU003,direct,86,62,151,0.39
2023-09-03,/produit-3,SKU003,instagram,288,227,84,0.23
2023-09-03,/produit-4,SKU004,google,280,228,144,0.7
2023-09-03,/produit-4,SKU004,facebook,447,318,115,0.68
2023-09-03,/produit-4,SKU004,newsletter,390,368,171,0.54
2023-09-03,/produit-4,SKU004,direct,103,73,199,0.46
2023-09-03,/produit-4,SKU004,instagram,439,344,135,0.63
2023-09-03,/produit-5,SKU005,google,494,359,165,0.27
2023-09-03,/produit-5,SKU005,facebook,152,113,238,0.31
2023-09-03,/produit-5,SKU005,newsletter,258,189,243,0.4
2023-09-03,/produit-5,SKU005,direct,141,108,74,0.37
2023-09-03,/produit-5,SKU005,instagram,177,162,277,0.63
2023-09-03,/produit-6,SKU006,google,109,88,97,0.66
2023-09-03,/produit-6,SKU006,facebook,490,447,203,0.45
2023-09-03,/produit-6,SKU006,newsletter,95,67,178,0.32
2023-09-03,/produit-6,SKU006,direct,294,267,201,0.29
2023-09-03,/produit-6,SKU006,instagram,92,85,123,0.44
2023-09-03,/produit-7,SKU007,google,495,375,148,0.29
2023-09-03,/produit-7,SKU007,facebook,232,190,132,0.43
2023-09-03,/produit-7,SKU007,newsletter,147,134,297,0.22
2023-09-03,/produit-7,SKU007,direct,89,65,182,0.24
2023-09-03,/produit-7,SKU007,instagram,37,35,216,0.29
2023-09-03,/produit-8,SKU008,google,172,160,225,0.44
2023-09-03,/produit-8,SKU008,facebook,458,372,278,0.22
2023-09-03,/produit-8,SKU008,newsletter,254,222,165,0.65
2023-09-03,/produit-8,SKU008,direct,425,403,172,0.47
2023-09-03,/produit-8,SKU008,instagram,319,276,122,0.39
2023-09-03,/produit-9,SKU009,google,283,209,281,0.59
2023-09-03,/produit-9,SKU009,facebook,201,151,232,0.47
2023-09-03,/produit-9,SKU009,newsletter,81,68,117,0.34
2023-09-03,/produit-9,SKU009,direct,320,228,168,0.49
2023-09-03,/produit-9,SKU009,instagram,214,152,140,0.29
2023-09-03,/produit-10,SKU010,google,337,276,150,0.65
2023-09-03,/produit-10,SKU010,facebook,448,373,196,0.26
2023-09-03,/produit-10,SKU010,newsletter,76,71,176,0.63
2023-09-03,/produit-10,SKU010,direct,101,92,210,0.66
2023-09-03,/produit-10,SKU010,instagram,86,72,121,0.34
2023-09-04,/produit-1,SKU001,google,412,377,134,0.45
2023-09-04,/produit-1,SKU001,facebook,243,177,71,0.51
2023-09-04,/produit-1,SKU001,newsletter,329,250,176,0.47
2023-09-04,/produit-1,SKU001,direct,312,221,107,0.27
2023-09-04,/produit-1,SKU001,instagram,86,69,230,0.58
2023-09-04,/produit-2,SKU002,google,353,296,112,0.41
2023-09-04,/produit-2,SKU002,facebook,204,190,202,0.67
2023-09-04,/produit-2,SKU002,newsletter,141,122,143,0.57
2023-09-04,/produit-2,SKU002,direct,213,161,200,0.3
2023-09-04,/produit-2,SKU002,instagram,234,171,155,0.61
2023-09-04,/produit-3,SKU003,google,389,301,232,0.4
2023-09-04,/produit-3,SKU003,facebook,226,210,160,0.39
2023-09-04,/produit-3,SKU003,newsletter,86,60,181,0.32
2023-09-04,/produit-3,SKU003,direct,397,376,280,0.47
2023-09-04,/produit-3,SKU003,instagram,117,84,91,0.27
2023-09-04,/produit-4,SKU004,google,171,141,248,0.47
2023-09-04,/produit-4,SKU004,facebook,133,124,152,0.32
2023-09-04,/produit-4,SKU004,newsletter,92,84,129,0.48
2023-09-04,/produit-4,SKU004,direct,232,178,163,0.6
2023-09-04,/produit-4,SKU004,instagram,254,230,121,0.56
2023-09-04,/produit-5,SKU005,google,423,328,204,0.33
2023-09-04,/produit-5,SKU005,facebook,453,391,292,0.65
2023-09-04,/produit-5,SKU005,newsletter,56,48,219,0.28
2023-09-04,/produit-5,SKU005,direct,337,261,176,0.51
2023-09-04,/produit-5,SKU005,instagram,426,309,208,0.55
2023-09-04,/produit-6,SKU006,google,473,346,193,0.5
2023-09-04,/produit-6,SKU006,facebook,107,98,120,0.69
2023-09-04,/produit-6,SKU006,newsletter,453,379,172,0.66
2023-09-04,/produit-6,SKU006,direct,207,159,78,0.23
2023-09-04,/produit-6,SKU006,instagram,151,132,271,0.2
2023-09-04,/produit-7,SKU007,google,148,129,229,0.37
2023-09-04,/produit-7,SKU007,facebook,476,364,184,0.43
2023-09-04,/produit-7,SKU007,newsletter,285,217,165,0.45
2023-09-04,/produit-7,SKU007,direct,478,340,163,0.38
2023-09-04,/produit-7,SKU007,instagram,378,304,163,0.24
2023-09-04,/produit-8,SKU008,google,195,138,113,0.57
2023-09-04,/produit-8,SKU008,facebook,206,183,178,0.48
2023-09-04,/produit-8,SKU008,newsletter,339,320,147,0.43
2023-09-04,/produit-8,SKU008,direct,133,117,254,0.28
2023-09-04,/produit-8,SKU008,instagram,313,274,55,0.67
2023-09-04,/produit-9,SKU009,google,330,231,113,0.21
2023-09-04,/produit-9,SKU009,facebook,77,72,285,0.53
2023-09-04,/produit-9,SKU009,newsletter,386,357,148,0.53
2023-09-04,/produit-9,SKU009,direct,314,222,209,0.32
2023-09-04,/produit-9,SKU009,instagram,249,210,158,0.53
2023-09-04,/produit-10,SKU010,google,114,92,249,0.65
2023-09-04,/produit-10,SKU010,facebook,63,48,199,0.41
2023-09-04,/produit-10,SKU010,newsletter,488,460,104,0.37
2023-09-04,/produit-10,SKU010,direct,64,59,86,0.51
2023-09-04,/produit-10,SKU010,instagram,154,134,216,0.42
2023-09-05,/produit-1,SKU001,google,379,275,147,0.63
2023-09-05,/produit-1,SKU001,facebook,448,376,203,0.6
2023-09-05,/produit-1,SKU001,newsletter,492,394,198,0.52
2023-09-05,/produit-1,SKU001,direct,353,313,77,0.62
2023-09-05,/produit-1,SKU001,instagram,157,143,191,0.34
2023-09-05,/produit-2,SKU002,google,462,417,121,0.61
2023-09-05,/produit-2,SKU002,facebook,246,173,195,0.5
2023-09-05,/produit-2,SKU002,newsletter,437,406,238,0.66
2023-09-05,/produit-2,SKU002,direct,445,415,142,0.28
2023-09-05,/produit-2,SKU002,instagram,475,412,181,0.5
2023-09-05,/produit-3,SKU003,google,410,370,124,0.56
2023-09-05,/produit-3,SKU003,facebook,178,131,98,0.44
2023-09-05,/produit-3,SKU003,newsletter,419,304,128,0.22
2023-09-05,/produit-3,SKU003,direct,480,340,222,0.23
2023-09-05,/produit-3,SKU003,instagram,290,219,248,0.25
2023-09-05,/produit-4,SKU004,google,429,398,137,0.45
2023-09-05,/produit-4,SKU004,facebook,237,183,222,0.6
2023-09-05,/produit-4,SKU004,newsletter,469,430,146,0.5
2023-09-05,/produit-4,SKU004,direct,159,112,175,0.29
2023-09-05,/produit-4,SKU004,instagram,149,119,217,0.57
2023-09-05,/produit-5,SKU005,google,206,188,230,0.32
2023-09-05,/produit-5,SKU005,facebook,444,341,207,0.69
2023-09-05,/produit-5,SKU005,newsletter,419,346,205,0.29
2023-09-05,/produit-5,SKU005,direct,401,379,192,0.22
2023-09-05,/produit-5,SKU005,instagram,335,262,177,0.63
2023-09-05,/produit-6,SKU006,google,73,53,220,0.61
2023-09-05,/produit-6,SKU006,facebook,172,128,193,0.37
2023-09-05,/produit-6,SKU006,newsletter,194,137,151,0.36
2023-09-05,/produit-6,SKU006,direct,357,288,241,0.64
2023-09-05,/produit-6,SKU006,instagram,430,385,90,0.21
2023-09-05,/produit-7,SKU007,google,294,250,184,0.67
2023-09-05,/produit-7,SKU007,facebook,303,220,243,0.4
2023-09-05,/produit-7,SKU007,newsletter,344,257,153,0.41
2023-09-05,/produit-7,SKU007,direct,78,68,267,0.26
2023-09-05,/produit-7,SKU007,instagram,47,39,119,0.22
2023-09-05,/produit-8,SKU008,google,457,381,133,0.54
2023-09-05,/produit-8,SKU008,facebook,436,407,239,0.67
2023-09-05,/produit-8,SKU008,newsletter,425,368,167,0.28
2023-09-05,/produit-8,SKU008,direct,268,216,197,0.32
2023-09-05,/produit-8,SKU008,instagram,369,343,327,0.29
2023-09-05,/produit-9,SKU009,google,386,300,265,0.55
2023-09-05,/produit-9,SKU009,facebook,458,334,145,0.31
2023-09-05,/produit-9,SKU009,newsletter,191,157,272,0.25
2023-09-05,/produit-9,SKU009,direct,418,335,287,0.26
2023-09-05,/produit-9,SKU009,instagram,276,241,219,0.24
2023-09-05,/produit-10,SKU010,google,328,240,300,0.33
2023-09-05,/produit-10,SKU010,facebook,276,239,148,0.63
2023-09-05,/produit-10,SKU010,newsletter,244,212,193,0.5
2023-09-05,/produit-10,SKU010,direct,152,129,220,0.33
2023-09-05,/produit-10,SKU010,instagram,223,178,290,0.53
2023-09-06,/produit-1,SKU001,google,502,351,229,0.55
2023-09-06,/produit-1,SKU001,facebook,203,152,210,0.58
2023-09-06,/produit-1,SKU001,newsletter,428,361,169,0.37
2023-09-06,/produit-1,SKU001,direct,400,312,188,0.61
2023-09-06,/produit-1,SKU001,instagram,294,238,191,0.52
2023-09-06,/produit-2,SKU002,google,150,124,182,0.47
2023-09-06,/produit-2,SKU002,facebook,475,439,194,0.68
2023-09-06,/produit-2,SKU002,newsletter,447,395,274,0.67
2023-09-06,/produit-2,SKU002,direct,398,287,244,0.23
2023-09-06,/produit-2,SKU002,instagram,317,274,118,0.51
2023-09-06,/produit-3,SKU003,google,382,299,273,0.54
2023-09-06,/produit-3,SKU003,facebook,466,437,176,0.7
2023-09-06,/produit-3,SKU003,newsletter,167,144,206,0.55
2023-09-06,/produit-3,SKU003,direct,154,138,149,0.54
2023-09-06,/produit-3,SKU003,instagram,130,91,219,0.41
2023-09-06,/produit-4,SKU004,google,180,170,174,0.34
2023-09-06,/produit-4,SKU004,facebook,390,355,104,0.63
2023-09-06,/produit-4,SKU004,newsletter,86,69,266,0.29
2023-09-06,/produit-4,SKU004,direct,397,335,214,0.58
2023-09-06,/produit-4,SKU004,instagram,424,370,206,0.22
2023-09-06,/produit-5,SKU005,google,333,266,174,0.26
2023-09-06,/produit-5,SKU005,facebook,110,95,266,0.42
2023-09-06,/produit-5,SKU005,newsletter,45,41,187,0.33
2023-09-06,/produit-5,SKU005,direct,511,456,139,0.43
2023-09-06,/produit-5,SKU005,instagram,101,90,84,0.55
2023-09-06,/produit-6,SKU006,google,178,132,225,0.22
2023-09-06,/produit-6,SKU006,facebook,405,335,179,0.51
2023-09-06,/produit-6,SKU006,newsletter,80,67,110,0.2
2023-09-06,/produit-6,SKU006,direct,473,345,165,0.22
2023-09-06,/produit-6,SKU006,instagram,99,89,139,0.27
2023-09-06,/produit-7,SKU007,google,395,328,145,0.28
2023-09-06,/produit-7,SKU007,facebook,309,262,214,0.55
2023-09-06,/produit-7,SKU007,newsletter,390,359,221,0.56
2023-09-06,/produit-7,SKU007,direct,381,344,203,0.61
2023-09-06,/produit-7,SKU007,instagram,278,224,259,0.43
2023-09-06,/produit-8,SKU008,google,338,274,191,0.57
2023-09-06,/produit-8,SKU008,facebook,111,98,140,0.64
2023-09-06,/produit-8,SKU008,newsletter,285,231,150,0.59
2023-09-06,/produit-8,SKU008,direct,444,338,283,0.31
2023-09-06,/produit-8,SKU008,instagram,384,295,206,0.54
2023-09-06,/produit-9,SKU009,google,409,339,164,0.63
2023-09-06,/produit-9,SKU009,facebook,383,291,79,0.41
2023-09-06,/produit-9,SKU009,newsletter,267,192,193,0.42
2023-09-06,/produit-9,SKU009,direct,206,156,242,0.64
2023-09-06,/produit-9,SKU009,instagram,244,190,219,0.66
2023-09-06,/produit-10,SKU010,google,309,222,85,0.52
2023-09-06,/produit-10,SKU010,facebook,135,102,209,0.29
2023-09-06,/produit-10,SKU010,newsletter,384,283,195,0.45
2023-09-06,/produit-10,SKU010,direct,149,106,226,0.38
2023-09-06,/produit-10,SKU010,instagram,262,205,10,0.4
2023-09-07,/produit-1,SKU001,google,296,237,151,0.68
2023-09-07,/produit-1,SKU001,facebook,153,138,200,0.24
2023-09-07,/produit-1,SKU001,newsletter,232,214,239,0.42
2023-09-07,/produit-1,SKU001,direct,335,313,150,0.55
2023-09-07,/produit-1,SKU001,instagram,51,46,160,0.62
2023-09-07,/produit-2,SKU002,google,461,389,304,0.63
2023-09-07,/produit-2,SKU002,facebook,278,195,175,0.47
2023-09-07,/produit-2,SKU002,newsletter,260,201,177,0.26
2023-09-07,/produit-2,SKU002,direct,247,225,184,0.22
2023-09-07,/produit-2,SKU002,instagram,539,433,60,0.68
2023-09-07,/produit-3,SKU003,google,440,388,239,0.44
2023-09-07,/produit-3,SKU003,facebook,469,399,10,0.21
2023-09-07,/produit-3,SKU003,newsletter,155,127,216,0.68
2023-09-07,/produit-3,SKU003,direct,167,135,116,0.42
2023-09-07,/produit-3,SKU003,instagram,74,58,232,0.67
2023-09-07,/produit-4,SKU004,google,403,350,209,0.51
2023-09-07,/produit-4,SKU004,facebook,278,244,246,0.31
2023-09-07,/produit-4,SKU004,newsletter,490,400,251,0.53
2023-09-07,/produit-4,SKU004,direct,99,93,176,0.64
2023-09-07,/produit-4,SKU004,instagram,339,239,199,0.57
2023-09-07,/produit-5,SKU005,google,272,230,251,0.6
2023-09-07,/produit-5,SKU005,facebook,405,286,106,0.42
2023-09-07,/produit-5,SKU005,newsletter,399,322,169,0.36
2023-09-07,/produit-5,SKU005,direct,484,394,180,0.55
2023-09-07,/produit-5,SKU005,instagram,72,55,141,0.31
2023-09-07,/produit-6,SKU006,google,190,143,100,0.53
2023-09-07,/produit-6,SKU006,facebook,222,174,238,0.46
2023-09-07,/produit-6,SKU006,newsletter,499,396,160,0.37
2023-09-07,/produit-6,SKU006,direct,428,401,241,0.5
2023-09-07,/produit-6,SKU006,instagram,278,212,326,0.56
2023-09-07,/produit-7,SKU007,google,114,93,225,0.32
2023-09-07,/produit-7,SKU007,facebook,471,393,196,0.67
2023-09-07,/produit-7,SKU007,newsletter,222,167,78,0.34
2023-09-07,/produit-7,SKU007,direct,80,71,174,0.47
2023-09-07,/produit-7,SKU007,instagram,372,264,120,0.41
2023-09-07,/produit-8,SKU008,google,54,50,236,0.54
2023-09-07,/produit-8,SKU008,facebook,139,126,143,0.48
2023-09-07,/produit-8,SKU008,newsletter,367,270,199,0.48
2023-09-07,/produit-8,SKU008,direct,138,112,182,0.31
2023-09-07,/produit-8,SKU008,instagram,98,82,182,0.41
2023-09-07,/produit-9,SKU009,google,175,142,105,0.59
2023-09-07,/produit-9,SKU009,facebook,172,153,138,0.41
2023-09-07,/produit-9,SKU009,newsletter,141,120,129,0.49
2023-09-07,/produit-9,SKU009,direct,409,359,308,0.63
2023-09-07,/produit-9,SKU009,instagram,429,388,182,0.5
2023-09-07,/produit-10,SKU010,google,211,153,171,0.4
2023-09-07,/produit-10,SKU010,facebook,65,60,131,0.41
2023-09-07,/produit-10,SKU010,newsletter,356,309,278,0.7
2023-09-07,/produit-10,SKU010,direct,222,177,214,0.34
2023-09-07,/produit-10,SKU010,instagram,381,285,277,0.65
2023-09-08,/produit-1,SKU001,google,334,291,141,0.23
2023-09-08,/produit-1,SKU001,facebook,372,282,106,0.6
2023-09-08,/produit-1,SKU001,newsletter,389,347,199,0.47
2023-09-08,/produit-1,SKU001,direct,474,412,230,0.53
2023-09-08,/produit-1,SKU001,instagram,465,339,137,0.48
2023-09-08,/produit-2,SKU002,google,385,344,176,0.55
2023-09-08,/produit-2,SKU002,facebook,213,177,173,0.58
2023-09-08,/produit-2,SKU002,newsletter,379,300,125,0.6
2023-09-08,/produit-2,SKU002,direct,341,293,114,0.7
2023-09-08,/produit-2,SKU002,instagram,69,62,161,0.62
2023-09-08,/produit-3,SKU003,google,472,388,191,0.26
2023-09-08,/produit-3,SKU003,facebook,289,271,161,0.55
2023-09-08,/produit-3,SKU003,newsletter,321,296,132,0.24
2023-09-08,/produit-3,SKU003,direct,318,278,100,0.35
2023-09-08,/produit-3,SKU003,instagram,267,198,203,0.66
2023-09-08,/produit-4,SKU004,google,338,318,329,0.67
2023-09-08,/produit-4,SKU004,facebook,169,144,235,0.63
2023-09-08,/produit-4,SKU004,newsletter,343,306,162,0.35
2023-09-08,/produit-4,SKU004,direct,259,209,212,0.37
2023-09-08,/produit-4,SKU004,instagram,446,378,126,0.63
2023-09-08,/produit-5,SKU005,google,241,220,263,0.29
2023-09-08,/produit-5,SKU005,facebook,475,443,213,0.27
2023-09-08,/produit-5,SKU005,newsletter,187,172,183,0.68
2023-09-08,/produit-5,SKU005,direct,171,151,211,0.45
2023-09-08,/produit-5,SKU005,instagram,338,288,107,0.51
2023-09-08,/produit-6,SKU006,google,251,196,215,0.23
2023-09-08,/produit-6,SKU006,facebook,318,290,188,0.69
2023-09-08,/produit-6,SKU006,newsletter,133,109,159,0.26
2023-09-08,/produit-6,SKU006,direct,222,199,156,0.45
2023-09-08,/produit-6,SKU006,instagram,229,176,190,0.51
2023-09-08,/produit-7,SKU007,google,356,311,97,0.38
2023-09-08,/produit-7,SKU007,facebook,188,157,166,0.57
2023-09-08,/produit-7,SKU007,newsletter,329,308,145,0.21
2023-09-08,/produit-7,SKU007,direct,86,65,24,0.27
2023-09-08,/produit-7,SKU007,instagram,260,213,179,0.25
2023-09-08,/produit-8,SKU008,google,441,335,214,0.62
2023-09-08,/produit-8,SKU008,facebook,267,230,153,0.57
2023-09-08,/produit-8,SKU008,newsletter,300,243,126,0.4
2023-09-08,/produit-8,SKU008,direct,57,41,139,0.54
2023-09-08,/produit-8,SKU008,instagram,161,128,242,0.62
2023-09-08,/produit-9,SKU009,google,172,133,224,0.52
2023-09-08,/produit-9,SKU009,facebook,353,279,197,0.46
2023-09-08,/produit-9,SKU009,newsletter,311,258,300,0.22
2023-09-08,/produit-9,SKU009,direct,240,227,188,0.24
2023-09-08,/produit-9,SKU009,instagram,297,232,99,0.37
2023-09-08,/produit-10,SKU010,google,426,346,121,0.29
2023-09-08,/produit-10,SKU010,facebook,191,145,251,0.33
2023-09-08,/produit-10,SKU010,newsletter,142,125,223,0.58
2023-09-08,/produit-10,SKU010,direct,216,157,160,0.51
2023-09-08,/produit-10,SKU010,instagram,339,317,164,0.47
2023-09-09,/produit-1,SKU001,google,422,314,183,0.49
2023-09-09,/produit-1,SKU001,facebook,170,150,196,0.53
2023-09-09,/produit-1,SKU001,newsletter,173,152,117,0.42
2023-09-09,/produit-1,SKU001,direct,446,370,62,0.32
2023-09-09,/produit-1,SKU001,instagram,175,165,198,0.34
2023-09-09,/produit-2,SKU002,google,498,372,228,0.62
2023-09-09,/produit-2,SKU002,facebook,188,148,165,0.62
2023-09-09,/produit-2,SKU002,newsletter,214,150,276,0.53
2023-09-09,/produit-2,SKU002,direct,304,222,203,0.61
2023-09-09,/produit-2,SKU002,instagram,65,61,140,0.62
2023-09-09,/produit-3,SKU003,google,346,267,194,0.35
2023-09-09,/produit-3,SKU003,facebook,116,99,336,0.64
2023-09-09,/produit-3,SKU003,newsletter,443,364,171,0.2
2023-09-09,/produit-3,SKU003,direct,479,336,106,0.7
2023-09-09,/produit-3,SKU003,instagram,174,142,145,0.48
2023-09-09,/produit-4,SKU004,google,287,225,215,0.29
2023-09-09,/produit-4,SKU004,facebook,72,54,171,0.58
2023-09-09,/produit-4,SKU004,newsletter,482,394,180,0.27
2023-09-09,/produit-4,SKU004,direct,457,327,283,0.64
2023-09-09,/produit-4,SKU004,instagram,306,219,156,0.41
2023-09-09,/produit-5,SKU005,google,383,333,88,0.6
2023-09-09,/produit-5,SKU005,facebook,109,80,255,0.44
2023-09-09,/produit-5,SKU005,newsletter,346,324,272,0.48
2023-09-09,/produit-5,SKU005,direct,96,91,300,0.6
2023-09-09,/produit-5,SKU005,instagram,103,86,130,0.23
2023-09-09,/produit-6,SKU006,google,255,217,179,0.55
2023-09-09,/produit-6,SKU006,facebook,473,404,111,0.36
2023-09-09,/produit-6,SKU006,newsletter,443,367,168,0.31
2023-09-09,/produit-6,SKU006,direct,285,264,118,0.52
2023-09-09,/produit-6,SKU006,instagram,215,196,291,0.4
2023-09-09,/produit-7,SKU007,google,288,223,293,0.29
2023-09-09,/produit-7,SKU007,facebook,359,256,272,0.21
2023-09-09,/produit-7,SKU007,newsletter,414,300,199,0.33
2023-09-09,/produit-7,SKU007,direct,436,327,171,0.62
2023-09-09,/produit-7,SKU007,instagram,145,111,109,0.27
2023-09-09,/produit-8,SKU008,google,75,55,10,0.45
2023-09-09,/produit-8,SKU008,facebook,136,113,143,0.51
2023-09-09,/produit-8,SKU008,newsletter,115,80,208,0.53
2023-09-09,/produit-8,SKU008,direct,321,280,173,0.33
2023-09-09,/produit-8,SKU008,instagram,277,214,167,0.32
