order_id,order_date,order_status,customer_id,store_view,payment_method,sku,product_name,category,qty_ordered,price,discount_amount,price_after_discount,row_total,shipping_amount,coupon_code,currency
ORD100092,2023-09-07,processing,CUST9327,default,paypal,SKU009,Lunettes Soleil,Accessoires,3,91.95,0.0,91.95,275.85,3.9,,EUR
ORD100092,2023-09-07,processing,CUST9327,default,paypal,SKU001,Sneaker Alpha,Chaussures,3,77.44,0.0,77.44,232.32,3.9,,EUR
ORD100093,2023-09-07,canceled,CUST9022,en_us,cash_on_delivery,SKU006,Casquette Logo,Accessoires,4,16.58,0.0,16.58,66.32,5.9,,EUR
ORD100094,2023-09-08,canceled,CUST6272,en_us,paypal,SKU007,Veste Hiver,Vêtements,1,151.09,7.55,143.54,143.54,9.9,,EUR
ORD100095,2023-09-08,complete,CUST7246,fr_be,paypal,SKU003,Jean Classic,Vêtements,1,58.04,0.0,58.04,58.04,3.9,,EUR
ORD100095,2023-09-08,complete,CUST7246,fr_be,paypal,SKU010,Chargeur USB-C,Électronique,2,24.17,0.0,24.17,48.34,3.9,,EUR
ORD100096,2023-09-08,complete,CUST8213,default,cash_on_delivery,SKU007,Veste Hiver,Vêtements,2,155.33,0.0,155.33,310.66,3.9,,EUR
ORD100097,2023-09-08,complete,CUST2225,fr_be,bank_transfer,SKU007,Veste Hiver,Vêtements,1,151.7,0.0,151.7,151.7,3.9,,EUR
ORD100097,2023-09-08,complete,CUST2225,fr_be,bank_transfer,SKU006,Casquette Logo,Accessoires,1,15.44,0.0,15.44,15.44,3.9,,EUR
ORD100097,2023-09-08,complete,CUST2225,fr_be,bank_transfer,SKU009,Lunettes Soleil,Accessoires,1,85.31,0.0,85.31,85.31,3.9,,EUR
ORD100098,2023-09-08,canceled,CUST8994,en_us,credit_card,SKU004,Sac Weekend,Accessoires,0,125.39,0.0,125.39,0.0,3.9,BF2024,EUR
ORD100099,2023-09-08,complete,CUST2646,default,bank_transfer,SKU005,Montre Solar,Électronique,1,181.21,0.0,181.21,181.21,9.9,SUMMER10,EUR
ORD100100,2023-09-08,complete,CUST5000,default,paypal,SKU010,Chargeur USB-C,Électronique,1,23.38,0.0,23.38,23.38,3.9,,EUR
ORD100101,2023-09-08,complete,CUST4945,default,paypal,SKU005,Montre Solar,Électronique,1,196.83,0.0,196.83,196.83,9.9,,EUR
ORD100102,2023-09-08,closed,CUST8622,default,paypal,SKU006,Casquette Logo,Accessoires,3,15.82,0.0,15.82,47.46,5.9,,EUR
ORD100103,2023-09-08,processing,CUST7951,fr_be,cash_on_delivery,SKU007,Veste Hiver,Vêtements,4,149.09,0.0,149.09,596.36,0.0,,EUR
ORD100104,2023-09-08,complete,CUST7248,en_us,bank_transfer,SKU007,Veste Hiver,Vêtements,1,155.94,0.0,155.94,155.94,0.0,,EUR
ORD100105,2023-09-08,closed,CUST1803,fr_be,cash_on_delivery,SKU004,Sac Weekend,Accessoires,4,131.09,0.0,131.09,524.36,5.9,,EUR
ORD100106,2023-09-08,processing,CUST4115,en_us,paypal,SKU005,Montre Solar,Électronique,2,197.71,0.0,197.71,395.42,3.9,SUMMER10,EUR
ORD100107,2023-09-08,processing,CUST6977,fr_be,credit_card,SKU007,Veste Hiver,Vêtements,1,135.65,0.0,135.65,135.65,3.9,,EUR
ORD100108,2023-09-09,canceled,CUST9837,en_us,bank_transfer,SKU005,Montre Solar,Électronique,0,194.55,0.0,194.55,0.0,9.9,,EUR
ORD100109,2023-09-09,pending,CUST8894,en_us,bank_transfer,SKU002,T-shirt Basic,Vêtements,3,19.89,0.0,19.89,59.67,5.9,,EUR
ORD100109,2023-09-09,pending,CUST8894,en_us,bank_transfer,SKU002,T-shirt Basic,Vêtements,2,19.01,0.0,19.01,38.02,5.9,,EUR
ORD100110,2023-09-09,pending,CUST7511,default,bank_transfer,SKU001,Sneaker Alpha,Chaussures,3,83.8,0.0,83.8,251.4,3.9,,EUR
ORD100110,2023-09-09,pending,CUST7511,default,bank_transfer,SKU002,T-shirt Basic,Vêtements,3,19.75,0.0,19.75,59.25,3.9,,EUR
ORD100110,2023-09-09,pending,CUST7511,default,bank_transfer,SKU005,Montre Solar,Électronique,1,205.11,0.0,205.11,205.11,3.9,,EUR
ORD100111,2023-09-09,complete,CUST7086,fr_be,paypal,SKU010,Chargeur USB-C,Électronique,2,26.59,0.0,26.59,53.18,5.9,BF2024,EUR
ORD100111,2023-09-09,complete,CUST7086,fr_be,paypal,SKU002,T-shirt Basic,Vêtements,2,19.47,0.0,19.47,38.94,5.9,BF2024,EUR
